ring_id,x,y
0,4,135
0,5,137
0,6,134
0,7,136
0,8,135
0,9,137
0,10,134
0,11,135
0,12,135
0,13,137
0,14,136
0,15,139
0,16,138
0,17,139
0,18,139
0,19,139
0,20,139
0,21,139
0,22,139
0,23,138
0,24,138
0,25,138
0,26,138
0,27,137
0,28,138
0,29,139
0,30,138
0,31,137
0,32,137
0,33,137
0,34,137
0,35,137
0,36,136
0,37,136
0,38,136
0,39,136
0,40,136
0,41,135
0,42,135
0,43,135
0,44,135
0,45,135
0,46,135
0,47,135
0,48,135
0,49,135
0,50,135
0,51,135
0,52,135
0,53,134
0,54,134
0,55,134
0,56,134
0,57,134
0,58,134
0,59,135
0,60,134
0,61,133
0,62,133
0,63,133
0,64,133
1,10,386
1,11,386
1,12,386
1,13,386
1,14,386
1,15,386
1,16,386
1,17,386
1,18,386
1,19,386
1,20,386
1,21,386
1,22,386
1,23,386
1,24,387
1,25,387
1,26,386
1,27,386
1,28,386
1,29,386
1,30,386
1,31,386
1,32,386
1,33,386
1,34,386
1,35,386
1,36,385
1,37,385
1,38,385
1,39,385
1,40,385
1,41,385
1,42,385
1,43,385
1,44,385
1,45,385
1,46,385
1,47,385
1,48,385
1,49,385
1,50,385
1,51,384
1,52,385
1,53,385
1,54,385
1,55,385
1,56,384
1,57,384
1,58,384
1,59,384
1,60,384
1,61,384
1,62,384
1,63,384
1,64,384
1,65,383
1,66,383
1,67,383
1,68,383
1,69,383
1,70,383
1,71,383
1,72,383
1,73,383
1,74,383
1,75,383
1,76,383
1,77,383
1,78,383
1,79,383
1,80,383
1,81,383
1,82,383
1,83,383
1,84,383
1,85,383
1,86,383
