ring_id,x,y
0,11,62
0,12,62
0,13,62
0,14,62
0,15,62
0,16,62
0,17,62
0,18,62
0,19,61
0,20,61
0,21,61
0,22,61
0,23,61
0,24,61
0,25,61
0,26,61
0,27,61
0,28,61
0,29,61
0,30,61
0,31,61
0,32,61
0,33,61
0,34,61
0,35,61
0,36,61
0,37,61
0,38,61
0,39,60
0,40,60
0,41,60
0,42,60
0,43,60
0,44,60
0,45,60
0,46,60
0,47,59
0,48,59
0,49,59
0,50,59
0,51,59
0,52,59
0,53,59
0,54,59
0,55,59
0,56,59
0,57,59
0,58,59
0,59,59
0,60,59
0,61,59
0,62,59
0,63,59
0,64,59
0,65,59
0,66,59
0,67,59
0,68,59
0,69,59
0,70,59
0,71,59
0,72,59
0,73,59
0,74,59
0,75,59
0,76,59
0,77,59
0,78,59
0,79,59
0,80,59
0,81,59
0,82,59
0,83,59
0,84,58
0,85,58
0,86,58
0,87,58
0,88,58
